Vehicle Model,Battery Capacity (kWh),Charging Station Location,Charging Start Time,Charging Duration (hours),Charging Rate (kW),Energy Consumed (kWh),State of Charge (Start %),State of Charge (End %),Temperature (°C),Vehicle Age (years),Charger Type,User Type
Nissan Leaf,43.305795102624145,San Francisco,2024-02-22 19:00:00,3.1398499083785736,23.8130503030759,56.59645778552937,41.78966448749747,100.0,19.080937276191786,4,Level 2,Long-Distance Traveler
Tesla Model 3,74.33707411322567,Chicago,2024-03-21 01:00:00,4.592827924002737,5.937758123342157,19.036472598811788,50.778941154807015,75.9245195058085,27.23733709602192,9,Level 1,Long-Distance Traveler
Chevy Bolt,57.149112796563124,Chicago,2024-02-03 02:00:00,1.348196224723874,40.526101823553,39.36525097029988,53.24441930907368,100.0,28.28719845712202,3,DC Fast Charger,Casual Driver
BMW i3,49.04106515015613,Los Angeles,2024-03-03 18:00:00,4.126788357698673,21.518747668679907,57.305247704203886,49.722662812448064,100.0,41.0917355858424,4,Level 2,Long-Distance Traveler
Nissan Leaf,43.82198006638515,Los Angeles,2024-03-16 04:00:00,1.087810173844661,25.72686146000899,20.508573082272065,26.900332557462114,73.43183846730068,24.143364679256923,4,Level 2,Commuter
BMW i3,36.75285724385361,San Francisco,2024-03-19 19:00:00,1.5900604703411325,48.05661243058815,51.6869949700598,12.26230877814406,100.0,5.452557214255634,4,DC Fast Charger,Long-Distance Traveler
Nissan Leaf,35.47865300968486,Houston,2024-02-18 02:00:00,1.5950474757055537,53.307483109744744,46.667794599137586,23.311570896658708,100.0,,6,DC Fast Charger,Commuter
Nissan Leaf,37.272559227802425,Los Angeles,2024-03-06 04:00:00,4.448656381589746,35.04946149702771,94.51666057014687,18.66918974001793,100.0,57.60243991451989,7,DC Fast Charger,Casual Driver
Tesla Model 3,69.609905075045,New York,2024-03-26 19:00:00,1.395579614067442,7.036809246838917,14.05981174609839,13.85802481650559,37.51993027096466,4.896544911584677,9,Level 1,Casual Driver
BMW i3,48.179045475278805,Chicago,2024-03-31 00:00:00,4.041323271434341,46.7724272742854,117.32364640356109,6.592287563855216,100.0,20.60334945953096,3,DC Fast Charger,Long-Distance Traveler
BMW i3,44.61439393330811,New York,2024-03-12 10:00:00,2.5781294030882895,15.624381222544073,27.95090059451567,65.82218018879692,100.0,47.762401283029426,8,Level 2,Long-Distance Traveler
Chevy Bolt,63.346723442418586,Chicago,2024-01-28 15:00:00,4.995908455087898,55.25770002867878,164.3537011223498,64.86723512544698,100.0,10.403081098586568,8,DC Fast Charger,Commuter
Chevy Bolt,61.150017820780654,Chicago,2024-02-04 01:00:00,4.275911743934474,31.228227846371574,81.90229502113695,8.277105365961003,100.0,-12.722794015916058,1,Level 2,Commuter
Tesla Model 3,76.91016572269884,Los Angeles,2024-01-24 14:00:00,3.828664105015181,8.97991785136177,28.122199778714975,16.250497233326115,53.92411106938174,-10.515967171562387,5,Level 1,Long-Distance Traveler
Tesla Model 3,62.34546067727751,Los Angeles,2024-02-12 16:00:00,4.418268379934879,27.2687450273922,73.73521401567005,14.067530645081588,100.0,10.469432434833976,5,Level 2,Long-Distance Traveler
Hyundai Kona,69.55928560379338,New York,2024-01-09 21:00:00,3.3531367667226513,25.56238517308402,62.3646171604822,23.27949073739863,100.0,-1.155217028679175,8,Level 2,Casual Driver
Chevy Bolt,56.61911111645134,Chicago,2024-03-23 00:00:00,4.296435154378239,25.2322572482311,75.44912596272684,18.264476581118174,100.0,32.446008047150016,8,Level 2,Casual Driver
Nissan Leaf,39.834223334750035,New York,2024-03-04 08:00:00,1.6750708131265513,,5.218961658120146,66.48047993086058,76.96605850489189,23.21772928171842,2,Level 1,Casual Driver
BMW i3,39.16096246718799,Houston,2024-01-18 12:00:00,0.9396644499548372,21.360245249640055,11.140489573324523,10.47107837641325,34.21943918829048,-5.606047455980452,3,Level 2,Long-Distance Traveler
Tesla Model 3,76.16697252121341,New York,2024-03-29 01:00:00,3.2716940318900094,8.017339533291734,6.528585279670274,18.75860375529271,32.16027740068866,0.8557892928962509,2,Level 1,Long-Distance Traveler
BMW i3,,San Francisco,2024-01-22 06:00:00,2.456106766986137,54.251238249606935,79.03419292929513,10.247014797889438,100.0,34.88168591704208,1,DC Fast Charger,Long-Distance Traveler
BMW i3,35.94686980486003,New York,2024-02-18 15:00:00,2.4189835788159435,28.358530946348523,38.74031834604796,68.72504766188837,100.0,22.317908668385975,2,Level 2,Casual Driver
Hyundai Kona,65.76924456970802,San Francisco,2024-01-15 07:00:00,2.8703653359352077,4.935204700733642,7.151005625381541,64.69687809130534,75.20282021356027,37.20357613268668,6,Level 1,Long-Distance Traveler
Chevy Bolt,57.30598452747686,San Francisco,2024-01-28 08:00:00,2.126221752044941,,15.40944744456123,51.581053334751715,79.19048340873732,33.428129220234595,1,Level 1,Commuter
Tesla Model 3,85.57167020700803,San Francisco,2024-02-16 13:00:00,3.317267891492731,4.8699179920147735,16.697284145135107,32.68824709429437,49.746659308597856,6.193751552320881,6,Level 1,Long-Distance Traveler
BMW i3,35.31224758212223,Houston,2024-03-17 16:00:00,0.6375576530643345,20.9415020508047,20.73204134518758,17.361578809059516,74.97818384873435,30.583616788022667,1,Level 2,Long-Distance Traveler
Tesla Model 3,66.97986984348756,New York,2024-03-28 14:00:00,4.864511038467935,6.876073985529449,25.75819881962888,19.396832126309256,61.76541726512868,26.754212793160523,2,Level 1,Long-Distance Traveler
Nissan Leaf,,New York,2024-01-26 03:00:00,4.661190464205067,8.725141828097904,16.349056155586247,33.79760055614074,73.09033287581548,-3.5406514511555223,8,Level 1,Long-Distance Traveler
Hyundai Kona,57.52049399490313,Houston,2024-03-15 15:00:00,4.708715731618701,55.959627107202756,157.99410838259496,54.9344736368713,100.0,3.6562600492575648,6,DC Fast Charger,Long-Distance Traveler
Nissan Leaf,38.87809493506544,Chicago,2024-01-16 15:00:00,2.142515730126733,50.96264470169311,73.36107012021462,22.20741723993233,100.0,49.25204586113628,9,DC Fast Charger,Commuter
Tesla Model 3,70.7769159510743,Los Angeles,2024-02-07 21:00:00,2.8935093094659488,11.239812393896454,23.796468158779945,25.201474314752033,64.29311012473045,8.868317144795135,1,Level 2,Commuter
Tesla Model 3,75.7072990216145,New York,2024-03-17 23:00:00,4.793587713759089,53.55866986393643,164.1163997540957,43.99637894129059,100.0,24.93825339599722,5,DC Fast Charger,Long-Distance Traveler
Chevy Bolt,66.04843216694492,Los Angeles,2024-02-29 15:00:00,4.56055725392414,6.464647045922425,19.969206400885582,20.45240854808648,50.53789996814885,17.712191021745337,7,Level 1,Casual Driver
BMW i3,42.42767763410565,Houston,2024-01-05 13:00:00,4.056100141555163,28.9590294580955,79.89251571706644,42.97421038403223,100.0,22.204687422532054,9,Level 2,Long-Distance Traveler
BMW i3,42.97412736489886,Chicago,2024-03-11 19:00:00,2.332992154314166,27.767467721701845,43.60266977606026,30.163508062698497,100.0,18.50602318272497,9,Level 2,Long-Distance Traveler
Nissan Leaf,34.7133869859395,Chicago,2024-01-10 02:00:00,3.0395265043197806,17.30988546547171,36.58761691000477,7.2339333835876225,100.0,31.582247515318187,4,Level 2,Long-Distance Traveler
Hyundai Kona,63.06158312329409,Chicago,2024-03-08 15:00:00,4.068106133974915,24.910871194952925,66.9009046783658,31.17558360507765,100.0,31.267890132235095,4,Level 2,Casual Driver
BMW i3,39.46947317034362,Houston,2024-03-26 16:00:00,1.7285539799301428,25.00955303080202,25.55135998580959,64.76914316874442,100.0,21.415094810891343,4,Level 2,Casual Driver
Chevy Bolt,64.08984578184291,San Francisco,2024-03-04 19:00:00,3.319022157026501,24.64591789808463,53.096962696943976,24.052272143674937,100.0,9.146323476763733,3,Level 2,Casual Driver
Nissan Leaf,36.177165083986516,San Francisco,2024-02-10 05:00:00,4.225704461833356,23.997905373727995,65.14299467568699,25.984105313370485,100.0,13.174533908614253,8,Level 2,Commuter
Nissan Leaf,35.696722037443834,Los Angeles,2024-03-06 21:00:00,3.6835465627980564,8.2603091729365,13.449318537921211,9.286157723853648,51.79017791019196,1.0889636383482788,5,Level 1,Casual Driver
Chevy Bolt,61.904575182884095,San Francisco,2024-01-14 22:00:00,2.657662840359503,10.002971631147993,20.862303792098317,44.978084157004126,80.30940716861343,15.986848378885671,7,Level 1,Commuter
Hyundai Kona,77.86072138061057,San Francisco,2024-03-04 23:00:00,3.1307376179982125,5.897239333546927,21.7638031693874,60.20075367939203,86.1663007976495,-1.197102405327037,6,Level 1,Commuter
Chevy Bolt,58.94430825615202,Chicago,2024-02-08 07:00:00,4.949039944156073,5.1883807534857596,22.243559638742145,27.939988051051607,65.21152592219988,22.626166396548875,9,Level 1,Casual Driver
Hyundai Kona,65.1774588436135,Chicago,2024-01-05 19:00:00,3.208945075912445,25.91357567752752,61.81784185846987,20.61596123879925,100.0,23.551978743894033,3,Level 2,Casual Driver
Chevy Bolt,65.6881310901287,Los Angeles,2024-02-24 09:00:00,4.035279893083897,3.2332758107376836,15.411379379646657,67.1797705206508,89.766786496355,32.06302353982316,6,Level 1,Casual Driver
Chevy Bolt,63.05942339169163,New York,2024-01-17 21:00:00,3.769721439699482,55.23219088450296,124.489343923047,53.429719948446746,100.0,5.358970481026022,3,DC Fast Charger,Commuter
Tesla Model 3,79.13183584305757,Los Angeles,2024-02-27 05:00:00,3.6567077698821344,,26.46139612605841,41.8656313534122,73.11512837309888,6.173656386985492,2,Level 1,Long-Distance Traveler
Nissan Leaf,39.52403774040997,Los Angeles,2024-01-25 22:00:00,3.723660748013196,3.0,5.283721840448538,24.859525812417466,43.06774722719741,38.29641642227509,3,Level 1,Casual Driver
Chevy Bolt,59.54558890333043,Houston,2024-01-24 11:00:00,2.5448438807665874,18.818316701948174,31.44311797095623,19.351871168466054,71.89445354732575,3.5752344445780047,2,Level 2,Casual Driver
Chevy Bolt,,Houston,2024-01-07 12:00:00,2.633720785331564,10.151949051215968,20.22133400793246,51.52336253503037,86.08514654543697,44.61459462822808,2,Level 1,Casual Driver
BMW i3,44.918239525808296,Los Angeles,2024-02-18 23:00:00,2.6053823181235205,14.7141173464203,22.750904819301237,38.91627311392737,91.34067959859684,8.913234601751897,7,Level 2,Commuter
Nissan Leaf,42.31777214999321,Los Angeles,2024-03-21 15:00:00,0.6496457324567364,23.062958074747144,23.873408835276116,38.838988092193766,92.3161667753765,8.99710044703711,3,Level 2,Commuter
BMW i3,46.302987166162815,Los Angeles,2024-01-24 16:00:00,1.5847939864954557,4.990189400012431,8.66569188874039,9.791138213695847,28.95008499936793,30.113718148564903,8,Level 1,Long-Distance Traveler
Nissan Leaf,37.55947764723327,San Francisco,2024-03-21 01:00:00,1.1955380299244727,5.582107391876469,16.637685133215797,38.292640989374384,86.79375439759096,26.592698344372756,2,Level 1,Casual Driver
BMW i3,46.98080639627163,Houston,2024-03-17 13:00:00,4.489002551287658,31.58159410213669,91.58363677403169,58.478362017567086,100.0,39.698441775134036,7,Level 2,Commuter
Chevy Bolt,66.80000872888762,Los Angeles,2024-01-01 21:00:00,1.7373621490382705,7.246888691572279,7.322891045380159,66.54195305672434,81.07850087536983,-2.695649826762562,3,Level 1,Long-Distance Traveler
Chevy Bolt,52.71625129034244,Chicago,2024-01-14 12:00:00,1.1229918550949318,8.033901377125845,7.848421001274545,11.934355836312783,22.949265572216884,26.403625133661002,9,Level 1,Casual Driver
Tesla Model 3,72.62501936514074,Chicago,2024-01-04 05:00:00,1.0389511935989821,6.775070847146972,9.360891156276208,46.02573869543961,61.3765120134414,19.44831734835823,7,Level 1,Commuter
BMW i3,49.05014149176503,San Francisco,2024-02-13 16:00:00,3.649954255484714,3.969733371804754,10.281537157107607,41.94257130188605,60.063944885237305,7.079263346792489,9,Level 1,Casual Driver
Hyundai Kona,,San Francisco,2024-02-06 19:00:00,0.5273748991173168,16.075383965511694,9.412961633161324,62.870311911629216,82.27836017332072,42.577674716012936,2,Level 2,Casual Driver
Tesla Model 3,79.23010021746673,New York,2024-01-26 12:00:00,2.620869807904287,27.89215162821116,52.62475454290423,53.83086196201665,100.0,22.824197586597087,6,Level 2,Commuter
BMW i3,42.05145601201459,New York,2024-03-13 05:00:00,1.0349199751918832,22.764460741728673,19.4478652561192,67.74202149574535,100.0,19.245810711529096,5,Level 2,Commuter
BMW i3,43.98527592854105,New York,2024-01-19 23:00:00,4.323485199361573,5.459423288087031,21.52373037457892,67.40211494282975,100.0,25.448074707126207,2,Level 1,Commuter
Tesla Model 3,75.31245042153769,San Francisco,2024-02-19 04:00:00,4.813026604036062,6.9558963974862795,32.202506002265885,19.66953106743935,55.192111882521374,-0.7402512053531751,4,Level 1,Casual Driver
Chevy Bolt,64.47702590738562,San Francisco,2024-02-10 13:00:00,4.8143957729670666,55.292783706271585,161.48283526592203,52.14780667352744,100.0,5.016727694947683,4,DC Fast Charger,Casual Driver
BMW i3,35.870897184816734,San Francisco,2024-02-21 09:00:00,2.488838490260462,24.272444237916567,44.76826014282307,39.48400093871813,100.0,16.00854611754857,8,Level 2,Long-Distance Traveler
Chevy Bolt,54.52006053526628,Chicago,2024-01-21 19:00:00,3.4003167099565843,43.84168639827324,100.87442559869937,18.94912968899485,100.0,,7,DC Fast Charger,Casual Driver
Tesla Model 3,86.71610840213485,San Francisco,2024-01-09 03:00:00,3.198668614298351,14.123483605314233,40.54305733356684,17.66649034413105,65.30208848979319,35.29561244053892,5,Level 2,Commuter
Chevy Bolt,72.60217967991191,Chicago,2024-02-10 16:00:00,2.0751750562367883,19.96476728389227,20.88375623390276,10.270482182308623,43.60972416513097,9.380945249611354,9,Level 2,Casual Driver
Nissan Leaf,39.97290280686819,New York,2024-03-12 15:00:00,2.49829021139239,27.545243179683535,53.00843887266343,56.71044296721478,100.0,6.640504164023666,1,Level 2,Long-Distance Traveler
Hyundai Kona,76.00686229506196,New York,2024-03-19 00:00:00,0.7894566375497856,8.70875393021442,6.8043828094758005,26.09281074030062,31.557345816438932,26.017116401042074,4,Level 1,Long-Distance Traveler
BMW i3,37.369352117918865,New York,2024-01-11 17:00:00,4.080645647021693,24.05201632462581,52.84591423208096,60.70297429638282,100.0,18.369223875613677,5,Level 2,Commuter
Hyundai Kona,60.278898815598296,Los Angeles,2024-01-19 22:00:00,1.5836158046957856,21.145597942669443,32.421421605084376,44.540498791508945,100.0,-3.055292776679373,8,Level 2,Commuter
Chevy Bolt,68.74492507047222,Los Angeles,2024-03-26 07:00:00,2.572372990113693,5.966506475878765,16.34954012340179,48.78616806449995,68.63427398415902,8.979494319405966,3,Level 1,Long-Distance Traveler
BMW i3,46.82463917174015,Houston,2024-01-03 19:00:00,2.6627933012748977,6.69534319109128,17.170931220160313,23.958793724662783,64.24032455657427,17.818784159023053,5,Level 1,Long-Distance Traveler
Chevy Bolt,69.63856258759355,Houston,2024-03-28 22:00:00,3.023202826180932,25.908858321510607,50.422070090296174,34.72412816071943,100.0,18.14955788346304,3,Level 2,Long-Distance Traveler
Nissan Leaf,42.34277884529502,Houston,2024-02-11 06:00:00,4.180444870496405,58.08152489788609,150.1889389548888,31.800642575403117,100.0,21.07829927399878,7,DC Fast Charger,Commuter
Tesla Model 3,66.8996313878858,Los Angeles,2024-01-25 12:00:00,3.6134647078268736,20.69106617538866,48.39706597825931,20.31976315509908,85.59431518099301,,3,Level 2,Long-Distance Traveler
BMW i3,43.34146414501606,Los Angeles,2024-02-19 17:00:00,3.4837837210813642,12.072462619055187,25.63557419461825,59.11329095424151,100.0,18.427823053771945,7,Level 1,Long-Distance Traveler
Nissan Leaf,46.010012692340055,Houston,2024-03-14 06:00:00,2.8703547311222293,7.184807551554113,16.81756983341441,45.43549287743037,84.80169564114902,,2,Level 1,Commuter
Nissan Leaf,39.33632398676914,Houston,2024-01-01 06:00:00,0.9318008972596546,20.265222750325492,13.523181540416886,7.433078534449559,37.252253250228165,-14.651611608605876,7,Level 2,Casual Driver
BMW i3,40.28139888896569,San Francisco,2024-03-01 05:00:00,2.309038122428876,9.9513388772191,10.426092397395323,58.294606259614746,78.06283382582363,16.61132010032918,9,Level 1,Casual Driver
Chevy Bolt,62.903120417784734,Houston,2024-02-11 01:00:00,4.807925830807484,33.693627761901794,101.25304335990465,11.892454141858444,100.0,0.056351147422706305,5,DC Fast Charger,Long-Distance Traveler
Nissan Leaf,37.20246867227402,San Francisco,2024-03-12 02:00:00,4.979966338797136,7.960067389130711,18.059705339200185,31.24026817961635,81.68291959528676,19.613219734863947,6,Level 1,Casual Driver
Hyundai Kona,66.0685033817945,Chicago,2024-02-01 23:00:00,3.787241657454132,21.636008036833516,62.827470841094865,42.13169860597456,100.0,1.9425812947349854,3,Level 2,Casual Driver
Nissan Leaf,40.31750732335728,Los Angeles,2024-01-15 14:00:00,1.5238173338359027,29.240921599356792,29.721282273400792,5.4973309679791695,77.42002393890361,21.608894418836687,5,Level 2,Casual Driver
Chevy Bolt,57.057513235509475,Houston,2024-03-30 08:00:00,0.9585079070152817,54.83938686920153,31.580347255711537,47.43902685379084,100.0,39.51963660480152,5,DC Fast Charger,Casual Driver
Chevy Bolt,65.88442339120448,Los Angeles,2024-03-02 13:00:00,2.366439615707897,22.695510849208294,39.156014516974594,47.880691071416706,100.0,8.246490533547245,3,Level 2,Long-Distance Traveler
Hyundai Kona,68.52191557265542,Los Angeles,2024-01-12 13:00:00,4.354573560617011,25.313168987732745,67.0139872885996,47.41421061362204,100.0,,8,Level 2,Casual Driver
Nissan Leaf,,Los Angeles,2024-03-30 18:00:00,3.7483890795275023,41.555341503033986,96.32505430594595,15.625415976908014,100.0,,6,DC Fast Charger,Casual Driver
Chevy Bolt,59.91023241035956,Chicago,2024-03-27 14:00:00,4.477515068934972,8.933639668957717,31.063632734934572,21.622601240280712,74.63989090293259,23.82418583875355,3,Level 1,Commuter
BMW i3,40.37234640091298,New York,2024-03-27 15:00:00,3.270993416139435,39.24331394389223,74.74623202814466,21.079428269628117,100.0,7.771444746486921,1,DC Fast Charger,Long-Distance Traveler
Tesla Model 3,69.89081888605638,Houston,2024-01-04 11:00:00,1.0864776406536154,7.7169947616287295,19.744474424006317,67.4043539066764,100.0,15.437466134536958,1,Level 1,Commuter
Tesla Model 3,61.413842620743715,New York,2024-03-07 15:00:00,1.0165818514917384,22.178071705430124,28.03520387203304,9.389332169682023,57.28830069995876,11.966117055678081,2,Level 2,Commuter
Tesla Model 3,71.12937804515143,New York,2024-03-21 05:00:00,0.7160103618355818,13.184727118142874,8.02482029541381,32.86949800072776,43.09868977407022,14.401670063163664,5,Level 2,Long-Distance Traveler
Nissan Leaf,36.87986250842189,New York,2024-01-08 10:00:00,3.0518598675808892,7.137884116192099,10.864700884089094,61.63150387831262,87.21908392250506,23.964935868353336,7,Level 1,Casual Driver
Hyundai Kona,64.80423495484752,Los Angeles,2024-03-07 00:00:00,1.5929880648115506,52.25589401365039,52.51466087242605,55.01528963910154,100.0,26.61276595481864,1,DC Fast Charger,Commuter
Chevy Bolt,62.644192809169475,San Francisco,2024-03-04 17:00:00,3.8047263860972773,5.690248052084418,14.479702906303194,58.45873810218024,84.65236409469522,2.2783922382083475,1,Level 1,Long-Distance Traveler
BMW i3,,Los Angeles,2024-02-13 06:00:00,3.5881247113587826,4.975156002314784,19.68975896414029,68.19908296795165,100.0,23.918097171955697,4,Level 1,Casual Driver
BMW i3,44.24098417036203,Los Angeles,2024-01-03 18:00:00,1.9314983408374262,24.460887017141985,31.326047765893254,30.172017797757277,100.0,57.749139040694246,6,Level 2,Long-Distance Traveler
Nissan Leaf,35.218771085666624,New York,2024-03-01 22:00:00,1.2956074990882898,23.81157500580405,16.74162841997239,25.127592834729974,74.76741828950694,38.530701112144314,9,Level 2,Commuter
Tesla Model 3,73.99765987489236,Los Angeles,2024-01-12 12:00:00,0.9608015740820055,23.13409544627022,18.898977740756788,6.992866859762826,37.342144436808894,12.297708571161845,1,Level 2,Casual Driver
Nissan Leaf,36.98790449669583,New York,2024-02-28 20:00:00,3.8179187321589367,7.017683544709767,11.919915702326023,14.751258516341036,49.63956041226922,21.58284234476641,5,Level 1,Casual Driver
Hyundai Kona,69.22321546655331,San Francisco,2024-02-11 03:00:00,2.5269844794166993,5.866873966048806,19.368520974265426,41.53095254529657,70.84581073192388,19.59706081131579,9,Level 1,Long-Distance Traveler
Hyundai Kona,64.8174116999622,Houston,2024-01-18 16:00:00,1.9558846138016253,11.544362905329537,21.71234601281336,15.247938678467104,51.534893807778886,25.513456627624276,8,Level 1,Casual Driver
Chevy Bolt,,New York,2024-02-26 17:00:00,4.354938571128405,6.403338319503824,18.039249805536357,52.859826038759195,86.71352761547506,14.933424981012895,7,Level 1,Commuter
Chevy Bolt,56.24850143931069,San Francisco,2024-01-23 18:00:00,3.1712594745622282,17.674433182656085,35.38994277034577,7.420119319535937,71.14940762607746,16.770201971126482,2,Level 2,Commuter
Hyundai Kona,61.698110841364226,Houston,2024-01-08 13:00:00,2.83101051378463,22.272136376050668,43.3386589972813,21.866721510462323,94.86239845861974,11.230112588233807,9,Level 2,Commuter
Hyundai Kona,76.80342568628235,Chicago,2024-03-01 03:00:00,3.8452062423902706,48.55247162951106,112.76679664686851,50.20445302025176,100.0,33.145262942196815,8,DC Fast Charger,Long-Distance Traveler
Hyundai Kona,60.492411154942175,New York,2024-02-27 18:00:00,4.170124131058797,47.42789753266808,119.54478086107281,21.607683575539145,100.0,23.731654566952574,9,DC Fast Charger,Casual Driver
Nissan Leaf,42.39703458798242,New York,2024-01-30 21:00:00,3.587329199402238,10.748552181211972,25.743047274591028,52.369430174590164,100.0,23.822672581586957,9,Level 1,Casual Driver
Hyundai Kona,63.21147578178618,Chicago,2024-03-20 07:00:00,2.480028433697087,16.351260909976965,23.260758036150936,69.73115190299562,100.0,34.62054974941809,9,Level 2,Casual Driver
BMW i3,44.704951887444224,Chicago,2024-03-22 16:00:00,2.2068445670248433,7.074874137587411,11.518396563339051,56.810457104191734,82.18929973873877,,3,Level 1,Commuter
Tesla Model 3,81.69580698154591,New York,2024-02-01 02:00:00,3.97249222222716,4.874653950142976,12.781867584742635,27.219304819465165,38.83971452446487,32.533976392422716,7,Level 1,Casual Driver
Hyundai Kona,61.522150546752464,Chicago,2024-01-24 00:00:00,2.8305822228812874,19.294876143019856,45.31366332554602,63.53847354083698,100.0,34.43796898534484,1,Level 2,Commuter
Tesla Model 3,80.67818741156098,Los Angeles,2024-01-11 18:00:00,3.6697373533281934,10.472231899790064,50.07477224445829,8.326682818433614,43.94393734637546,38.752017076973104,9,Level 1,Casual Driver
Nissan Leaf,,Houston,2024-03-19 02:00:00,4.506794550862484,7.562890111443786,19.363535254507354,52.12544358907529,88.96216169597875,8.400570313255185,9,Level 1,Commuter
Tesla Model 3,79.54031995353364,Houston,2024-01-07 07:00:00,4.621507856315164,52.154964761507074,153.58620795115326,6.5159515515738775,100.0,16.415863243460905,3,DC Fast Charger,Casual Driver
Nissan Leaf,48.06790732299898,Houston,2024-02-20 01:00:00,1.7497203765825768,17.302593859360726,19.33183476763636,16.346107198202727,58.528874861711145,28.507379993480626,5,Level 2,Long-Distance Traveler
BMW i3,44.88627600063968,Los Angeles,2024-02-04 09:00:00,1.3455047762263135,19.87689220641609,13.696102335364856,69.19307320000735,100.0,9.373645080254795,8,Level 2,Long-Distance Traveler
Nissan Leaf,35.340191889012466,Chicago,2024-01-08 11:00:00,1.6757931215157704,,18.0446489829087,28.457519312129953,76.96242393078182,15.640947145877252,6,Level 1,Commuter
Nissan Leaf,41.37846998626492,San Francisco,2024-02-04 01:00:00,3.8811729674097624,7.998724492873822,20.61031080649954,58.33245958067552,100.0,22.33300665373372,9,Level 1,Commuter
Chevy Bolt,58.017697222740416,Chicago,2024-01-08 03:00:00,2.1652611622077207,47.282281186856764,69.9751793023593,29.44563633431413,100.0,17.238373583485362,3,DC Fast Charger,Casual Driver
Hyundai Kona,59.82841511877699,New York,2024-02-23 20:00:00,1.280251763785984,7.881214513939878,10.60801007107287,59.60184930185802,78.05338545293229,20.792224992118364,7,Level 1,Casual Driver
Hyundai Kona,,Houston,2024-02-22 22:00:00,0.9427347162813617,23.338319316056044,17.96937940907593,67.75357140824033,96.3677367233094,6.255299337381116,6,Level 2,Long-Distance Traveler
BMW i3,41.07149952762749,Chicago,2024-03-28 23:00:00,1.9729093497335954,5.3211206922962475,12.556384354380791,33.30985582224582,68.60567169087076,19.546943507793635,5,Level 1,Casual Driver
BMW i3,35.64045056524283,San Francisco,2024-03-08 23:00:00,1.1126139815773008,20.15595875738963,13.500185587079025,41.357697470138156,75.65190209954453,21.608288794170143,4,Level 2,Commuter
Hyundai Kona,82.95923109303854,New York,2024-03-21 19:00:00,1.2036812563998813,,11.207436346520065,45.861566847631906,58.34176685486288,39.38005241065637,5,Level 1,Commuter
Chevy Bolt,64.84722548683318,Los Angeles,2024-02-13 05:00:00,3.5774778805082157,53.13602066757313,124.79460305286871,65.7642621413903,100.0,16.776446709409978,4,DC Fast Charger,Commuter
Hyundai Kona,65.7107317208948,Los Angeles,2024-01-07 05:00:00,0.5887944305078238,,37.217641933811436,21.688365683246264,53.21998325102404,12.1968347509339,3,DC Fast Charger,Commuter
Chevy Bolt,60.539280667505835,San Francisco,2024-02-02 14:00:00,1.0289896773144709,24.551050741232054,19.880300032443056,44.731209234192235,76.1157933354678,28.55532871341744,7,Level 2,Commuter
BMW i3,49.21409171773138,New York,2024-02-18 19:00:00,4.299644710458934,9.606176546055892,30.80838840669194,26.106814834504263,82.95345026001905,-18.096987257601718,6,Level 1,Long-Distance Traveler
Tesla Model 3,91.60456289847595,Houston,2024-03-01 22:00:00,4.302113382582139,42.76497455877818,119.39452485805505,19.100656711857265,100.0,16.191818534664556,4,DC Fast Charger,Long-Distance Traveler
BMW i3,46.11051223207545,Chicago,2024-01-09 03:00:00,1.9815956544360964,19.7157885165826,56.90906910168474,10.51982203650892,80.17312962404924,13.835438459449295,9,Level 2,Commuter
BMW i3,42.72715622870592,New York,2024-02-26 15:00:00,0.8957885376592805,29.26885477479259,13.737232424008294,45.34620614283668,79.12780783158473,23.131059881680454,1,Level 2,Casual Driver
Nissan Leaf,47.36322035988808,Los Angeles,2024-02-16 15:00:00,3.6723665021324265,22.17456234413115,53.12850574357327,62.335556126651944,100.0,34.95471505208751,1,Level 2,Commuter
Nissan Leaf,40.7117962146793,San Francisco,2024-01-22 05:00:00,2.1205925949824347,6.71424355441742,18.565396589623234,27.840537774893317,73.97647596661112,38.61537438681621,9,Level 1,Long-Distance Traveler
Nissan Leaf,42.17657404812551,San Francisco,2024-03-03 19:00:00,0.7045908224221662,4.3278839402430425,13.894530817705975,40.92345485254352,70.43672044781827,22.963372235028146,7,Level 1,Commuter
Nissan Leaf,45.005054600159184,Chicago,2024-03-15 13:00:00,1.2102214158490936,27.352831542404335,19.9513913251147,46.73869669411752,92.23835123764366,1.3797954626710656,2,Level 2,Long-Distance Traveler
Chevy Bolt,57.68112517275444,San Francisco,2024-03-09 06:00:00,1.1174666538381093,6.623061926498746,9.38881298011614,31.952261556688256,48.25767392818855,13.829760723905634,5,Level 1,Long-Distance Traveler
Hyundai Kona,49.469159218158715,San Francisco,2024-03-16 01:00:00,3.15102354722448,11.145085324216154,24.8931543465058,63.71761027379378,100.0,15.145398500689684,4,Level 2,Commuter
Tesla Model 3,71.51935819735985,New York,2024-03-06 23:00:00,4.541529126216026,14.13681242616873,37.812231899950646,28.579085478076475,80.79067936884266,24.406585109625606,1,Level 2,Commuter
BMW i3,46.63800557627631,Houston,2024-02-27 20:00:00,4.068824149955558,45.50735507853842,113.49108443304867,13.125703305839838,100.0,20.67495848192517,9,DC Fast Charger,Casual Driver
Chevy Bolt,64.21530538630907,Chicago,2024-02-01 21:00:00,2.9593222025775354,41.41726165469892,70.0866892436726,14.36132327336047,100.0,11.740422465964063,6,DC Fast Charger,Long-Distance Traveler
